_comparatorDate,_labourCategory,_previousMonth,_previousYear,Age group,Date,Labour force characteristics,Sex,_valueConnector,Value
December 2012,F,2013-11-01,2012-12-01,15 to 24 years,2013-12-01,Participation Rate,Females,69.1,69.1
January 2013,F,2013-12-01,2013-01-01,15 to 24 years,2014-01-01,Participation Rate,Females,68.1,68.1
February 2013,F,2014-01-01,2013-02-01,15 to 24 years,2014-02-01,Participation Rate,Females,66.9,66.9
March 2013,F,2014-02-01,2013-03-01,15 to 24 years,2014-03-01,Participation Rate,Females,65.1,65.1
April 2013,F,2014-03-01,2013-04-01,15 to 24 years,2014-04-01,Participation Rate,Females,64.6,64.6
May 2013,F,2014-04-01,2013-05-01,15 to 24 years,2014-05-01,Participation Rate,Females,67.6,67.6
June 2013,F,2014-05-01,2013-06-01,15 to 24 years,2014-06-01,Participation Rate,Females,71.7,71.7
July 2013,F,2014-06-01,2013-07-01,15 to 24 years,2014-07-01,Participation Rate,Females,74.6,74.6
August 2013,F,2014-07-01,2013-08-01,15 to 24 years,2014-08-01,Participation Rate,Females,74.2,74.2
September 2013,F,2014-08-01,2013-09-01,15 to 24 years,2014-09-01,Participation Rate,Females,72,72
October 2013,F,2014-09-01,2013-10-01,15 to 24 years,2014-10-01,Participation Rate,Females,69.6,69.6
November 2013,F,2014-10-01,2013-11-01,15 to 24 years,2014-11-01,Participation Rate,Females,66.6,66.6
December 2013,F,2014-11-01,2013-12-01,15 to 24 years,2014-12-01,Participation Rate,Females,64.5,64.5
January 2014,F,2014-12-01,2014-01-01,15 to 24 years,2015-01-01,Participation Rate,Females,64,64
February 2014,F,2015-01-01,2014-02-01,15 to 24 years,2015-02-01,Participation Rate,Females,62.6,62.6
March 2014,F,2015-02-01,2014-03-01,15 to 24 years,2015-03-01,Participation Rate,Females,62.4,62.4
April 2014,F,2015-03-01,2014-04-01,15 to 24 years,2015-04-01,Participation Rate,Females,61.4,61.4
May 2014,F,2015-04-01,2014-05-01,15 to 24 years,2015-05-01,Participation Rate,Females,64.8,64.8
June 2014,F,2015-05-01,2014-06-01,15 to 24 years,2015-06-01,Participation Rate,Females,68.4,68.4
July 2014,F,2015-06-01,2014-07-01,15 to 24 years,2015-07-01,Participation Rate,Females,73.3,73.3
August 2014,F,2015-07-01,2014-08-01,15 to 24 years,2015-08-01,Participation Rate,Females,76.2,76.2
September 2014,F,2015-08-01,2014-09-01,15 to 24 years,2015-09-01,Participation Rate,Females,75.4,75.4
October 2014,F,2015-09-01,2014-10-01,15 to 24 years,2015-10-01,Participation Rate,Females,72.9,72.9
November 2014,F,2015-10-01,2014-11-01,15 to 24 years,2015-11-01,Participation Rate,Females,67.7,67.7
December 2014,F,2015-11-01,2014-12-01,15 to 24 years,2015-12-01,Participation Rate,Females,66.8,66.8
January 2015,F,2015-12-01,2015-01-01,15 to 24 years,2016-01-01,Participation Rate,Females,66.8,66.8
February 2015,F,2016-01-01,2015-02-01,15 to 24 years,2016-02-01,Participation Rate,Females,68,68
March 2015,F,2016-02-01,2015-03-01,15 to 24 years,2016-03-01,Participation Rate,Females,69.2,69.2
April 2015,F,2016-03-01,2015-04-01,15 to 24 years,2016-04-01,Participation Rate,Females,68.7,68.7
May 2015,F,2016-04-01,2015-05-01,15 to 24 years,2016-05-01,Participation Rate,Females,68.5,68.5
June 2015,F,2016-05-01,2015-06-01,15 to 24 years,2016-06-01,Participation Rate,Females,68.2,68.2
July 2015,F,2016-06-01,2015-07-01,15 to 24 years,2016-07-01,Participation Rate,Females,71.1,71.1
August 2015,F,2016-07-01,2015-08-01,15 to 24 years,2016-08-01,Participation Rate,Females,71.5,71.5
September 2015,F,2016-08-01,2015-09-01,15 to 24 years,2016-09-01,Participation Rate,Females,67.9,67.9
October 2015,F,2016-09-01,2015-10-01,15 to 24 years,2016-10-01,Participation Rate,Females,63.8,63.8
November 2015,F,2016-10-01,2015-11-01,15 to 24 years,2016-11-01,Participation Rate,Females,62.5,62.5
December 2015,F,2016-11-01,2015-12-01,15 to 24 years,2016-12-01,Participation Rate,Females,63.9,63.9
January 2016,F,2016-12-01,2016-01-01,15 to 24 years,2017-01-01,Participation Rate,Females,64.3,64.3
February 2016,F,2017-01-01,2016-02-01,15 to 24 years,2017-02-01,Participation Rate,Females,63.9,63.9
March 2016,F,2017-02-01,2016-03-01,15 to 24 years,2017-03-01,Participation Rate,Females,63.5,63.5
April 2016,F,2017-03-01,2016-04-01,15 to 24 years,2017-04-01,Participation Rate,Females,62.7,62.7
May 2016,F,2017-04-01,2016-05-01,15 to 24 years,2017-05-01,Participation Rate,Females,65.6,65.6
June 2016,F,2017-05-01,2016-06-01,15 to 24 years,2017-06-01,Participation Rate,Females,68.9,68.9
July 2016,F,2017-06-01,2016-07-01,15 to 24 years,2017-07-01,Participation Rate,Females,72.5,72.5
August 2016,F,2017-07-01,2016-08-01,15 to 24 years,2017-08-01,Participation Rate,Females,72.2,72.2
September 2016,F,2017-08-01,2016-09-01,15 to 24 years,2017-09-01,Participation Rate,Females,70,70
October 2016,F,2017-09-01,2016-10-01,15 to 24 years,2017-10-01,Participation Rate,Females,66.8,66.8
November 2016,F,2017-10-01,2016-11-01,15 to 24 years,2017-11-01,Participation Rate,Females,64.2,64.2
December 2016,F,2017-11-01,2016-12-01,15 to 24 years,2017-12-01,Participation Rate,Females,62.1,62.1
January 2017,F,2017-12-01,2017-01-01,15 to 24 years,2018-01-01,Participation Rate,Females,61.9,61.9
February 2017,F,2018-01-01,2017-02-01,15 to 24 years,2018-02-01,Participation Rate,Females,62.8,62.8
March 2017,F,2018-02-01,2017-03-01,15 to 24 years,2018-03-01,Participation Rate,Females,67.5,67.5
April 2017,F,2018-03-01,2017-04-01,15 to 24 years,2018-04-01,Participation Rate,Females,70.6,70.6
May 2017,F,2018-04-01,2017-05-01,15 to 24 years,2018-05-01,Participation Rate,Females,71,71
June 2017,F,2018-05-01,2017-06-01,15 to 24 years,2018-06-01,Participation Rate,Females,70.1,70.1
July 2017,F,2018-06-01,2017-07-01,15 to 24 years,2018-07-01,Participation Rate,Females,71.1,71.1
August 2017,F,2018-07-01,2017-08-01,15 to 24 years,2018-08-01,Participation Rate,Females,74.6,74.6
September 2017,F,2018-08-01,2017-09-01,15 to 24 years,2018-09-01,Participation Rate,Females,74.5,74.5
October 2017,F,2018-09-01,2017-10-01,15 to 24 years,2018-10-01,Participation Rate,Females,72,72
November 2017,F,2018-10-01,2017-11-01,15 to 24 years,2018-11-01,Participation Rate,Females,69.1,69.1
December 2017,F,2018-11-01,2017-12-01,15 to 24 years,2018-12-01,Participation Rate,Females,68.9,68.9
January 2018,F,2018-12-01,2018-01-01,15 to 24 years,2019-01-01,Participation Rate,Females,68.9,68.9
February 2018,F,2019-01-01,2018-02-01,15 to 24 years,2019-02-01,Participation Rate,Females,69.5,69.5
March 2018,F,2019-02-01,2018-03-01,15 to 24 years,2019-03-01,Participation Rate,Females,68.8,68.8
April 2018,F,2019-03-01,2018-04-01,15 to 24 years,2019-04-01,Participation Rate,Females,70.4,70.4
May 2018,F,2019-04-01,2018-05-01,15 to 24 years,2019-05-01,Participation Rate,Females,71.9,71.9
June 2018,F,2019-05-01,2018-06-01,15 to 24 years,2019-06-01,Participation Rate,Females,74.8,74.8
July 2018,F,2019-06-01,2018-07-01,15 to 24 years,2019-07-01,Participation Rate,Females,75.7,75.7
August 2018,F,2019-07-01,2018-08-01,15 to 24 years,2019-08-01,Participation Rate,Females,76.9,76.9
September 2018,F,2019-08-01,2018-09-01,15 to 24 years,2019-09-01,Participation Rate,Females,77.9,77.9
October 2018,F,2019-09-01,2018-10-01,15 to 24 years,2019-10-01,Participation Rate,Females,77.5,77.5
November 2018,F,2019-10-01,2018-11-01,15 to 24 years,2019-11-01,Participation Rate,Females,76.1,76.1
December 2018,F,2019-11-01,2018-12-01,15 to 24 years,2019-12-01,Participation Rate,Females,73.3,73.3
January 2019,F,2019-12-01,2019-01-01,15 to 24 years,2020-01-01,Participation Rate,Females,70.8,70.8
February 2019,F,2020-01-01,2019-02-01,15 to 24 years,2020-02-01,Participation Rate,Females,68.8,68.8
March 2019,F,2020-02-01,2019-03-01,15 to 24 years,2020-03-01,Participation Rate,Females,65.9,65.9
April 2019,F,2020-03-01,2019-04-01,15 to 24 years,2020-04-01,Participation Rate,Females,60.5,60.5
May 2019,F,2020-04-01,2019-05-01,15 to 24 years,2020-05-01,Participation Rate,Females,56.7,56.7
June 2019,F,2020-05-01,2019-06-01,15 to 24 years,2020-06-01,Participation Rate,Females,61.9,61.9
July 2019,F,2020-06-01,2019-07-01,15 to 24 years,2020-07-01,Participation Rate,Females,69.7,69.7
August 2019,F,2020-07-01,2019-08-01,15 to 24 years,2020-08-01,Participation Rate,Females,74.9,74.9
September 2019,F,2020-08-01,2019-09-01,15 to 24 years,2020-09-01,Participation Rate,Females,70.8,70.8
October 2019,F,2020-09-01,2019-10-01,15 to 24 years,2020-10-01,Participation Rate,Females,66.4,66.4
November 2019,F,2020-10-01,2019-11-01,15 to 24 years,2020-11-01,Participation Rate,Females,64.4,64.4
December 2019,F,2020-11-01,2019-12-01,15 to 24 years,2020-12-01,Participation Rate,Females,64,64
January 2020,F,2020-12-01,2020-01-01,15 to 24 years,2021-01-01,Participation Rate,Females,65.8,65.8
February 2020,F,2021-01-01,2020-02-01,15 to 24 years,2021-02-01,Participation Rate,Females,67.1,67.1
March 2020,F,2021-02-01,2020-03-01,15 to 24 years,2021-03-01,Participation Rate,Females,70.8,70.8
April 2020,F,2021-03-01,2020-04-01,15 to 24 years,2021-04-01,Participation Rate,Females,68.8,68.8
May 2020,F,2021-04-01,2020-05-01,15 to 24 years,2021-05-01,Participation Rate,Females,67.3,67.3
June 2020,F,2021-05-01,2020-06-01,15 to 24 years,2021-06-01,Participation Rate,Females,66.5,66.5
July 2020,F,2021-06-01,2020-07-01,15 to 24 years,2021-07-01,Participation Rate,Females,73.4,73.4
August 2020,F,2021-07-01,2020-08-01,15 to 24 years,2021-08-01,Participation Rate,Females,78.8,78.8
September 2020,F,2021-08-01,2020-09-01,15 to 24 years,2021-09-01,Participation Rate,Females,77.6,77.6
October 2020,F,2021-09-01,2020-10-01,15 to 24 years,2021-10-01,Participation Rate,Females,72.1,72.1
November 2020,F,2021-10-01,2020-11-01,15 to 24 years,2021-11-01,Participation Rate,Females,68.1,68.1
December 2020,F,2021-11-01,2020-12-01,15 to 24 years,2021-12-01,Participation Rate,Females,67.9,67.9
January 2021,F,2021-12-01,2021-01-01,15 to 24 years,2022-01-01,Participation Rate,Females,66.9,66.9
February 2021,F,2022-01-01,2021-02-01,15 to 24 years,2022-02-01,Participation Rate,Females,66.8,66.8
March 2021,F,2022-02-01,2021-03-01,15 to 24 years,2022-03-01,Participation Rate,Females,66.9,66.9
May 2006,F,2007-04-01,2006-05-01,25 to 54 years,2007-05-01,Participation Rate,Females,83.6,83.6
June 2006,F,2007-05-01,2006-06-01,25 to 54 years,2007-06-01,Participation Rate,Females,83.8,83.8
July 2006,F,2007-06-01,2006-07-01,25 to 54 years,2007-07-01,Participation Rate,Females,83.9,83.9
August 2006,F,2007-07-01,2006-08-01,25 to 54 years,2007-08-01,Participation Rate,Females,84.1,84.1
September 2006,F,2007-08-01,2006-09-01,25 to 54 years,2007-09-01,Participation Rate,Females,84.6,84.6
October 2006,F,2007-09-01,2006-10-01,25 to 54 years,2007-10-01,Participation Rate,Females,85.4,85.4
November 2006,F,2007-10-01,2006-11-01,25 to 54 years,2007-11-01,Participation Rate,Females,85.6,85.6
December 2006,F,2007-11-01,2006-12-01,25 to 54 years,2007-12-01,Participation Rate,Females,85,85
January 2007,F,2007-12-01,2007-01-01,25 to 54 years,2008-01-01,Participation Rate,Females,84.7,84.7
February 2007,F,2008-01-01,2007-02-01,25 to 54 years,2008-02-01,Participation Rate,Females,84.3,84.3
March 2007,F,2008-02-01,2007-03-01,25 to 54 years,2008-03-01,Participation Rate,Females,84.3,84.3
April 2007,F,2008-03-01,2007-04-01,25 to 54 years,2008-04-01,Participation Rate,Females,84.3,84.3
May 2007,F,2008-04-01,2007-05-01,25 to 54 years,2008-05-01,Participation Rate,Females,84.1,84.1
June 2007,F,2008-05-01,2007-06-01,25 to 54 years,2008-06-01,Participation Rate,Females,83.4,83.4
July 2007,F,2008-06-01,2007-07-01,25 to 54 years,2008-07-01,Participation Rate,Females,82.6,82.6
August 2007,F,2008-07-01,2007-08-01,25 to 54 years,2008-08-01,Participation Rate,Females,82.2,82.2
September 2007,F,2008-08-01,2007-09-01,25 to 54 years,2008-09-01,Participation Rate,Females,82.4,82.4
October 2007,F,2008-09-01,2007-10-01,25 to 54 years,2008-10-01,Participation Rate,Females,82.6,82.6
November 2007,F,2008-10-01,2007-11-01,25 to 54 years,2008-11-01,Participation Rate,Females,83.1,83.1
December 2007,F,2008-11-01,2007-12-01,25 to 54 years,2008-12-01,Participation Rate,Females,83.1,83.1
January 2008,F,2008-12-01,2008-01-01,25 to 54 years,2009-01-01,Participation Rate,Females,83.6,83.6
February 2008,F,2009-01-01,2008-02-01,25 to 54 years,2009-02-01,Participation Rate,Females,84.1,84.1
March 2008,F,2009-02-01,2008-03-01,25 to 54 years,2009-03-01,Participation Rate,Females,84.2,84.2
April 2008,F,2009-03-01,2008-04-01,25 to 54 years,2009-04-01,Participation Rate,Females,84.8,84.8
May 2008,F,2009-04-01,2008-05-01,25 to 54 years,2009-05-01,Participation Rate,Females,85.3,85.3
June 2008,F,2009-05-01,2008-06-01,25 to 54 years,2009-06-01,Participation Rate,Females,85.6,85.6
September 2010,F,2011-08-01,2010-09-01,25 to 54 years,2011-09-01,Participation Rate,Females,85.7,85.7
October 2010,F,2011-09-01,2010-10-01,25 to 54 years,2011-10-01,Participation Rate,Females,86.2,86.2
November 2010,F,2011-10-01,2010-11-01,25 to 54 years,2011-11-01,Participation Rate,Females,85.8,85.8
December 2010,F,2011-11-01,2010-12-01,25 to 54 years,2011-12-01,Participation Rate,Females,85.4,85.4
January 2011,F,2011-12-01,2011-01-01,25 to 54 years,2012-01-01,Participation Rate,Females,85.2,85.2
February 2011,F,2012-01-01,2011-02-01,25 to 54 years,2012-02-01,Participation Rate,Females,84.8,84.8
March 2011,F,2012-02-01,2011-03-01,25 to 54 years,2012-03-01,Participation Rate,Females,84.4,84.4
April 2011,F,2012-03-01,2011-04-01,25 to 54 years,2012-04-01,Participation Rate,Females,84.8,84.8
May 2011,F,2012-04-01,2011-05-01,25 to 54 years,2012-05-01,Participation Rate,Females,85.5,85.5
June 2011,F,2012-05-01,2011-06-01,25 to 54 years,2012-06-01,Participation Rate,Females,86.2,86.2
July 2011,F,2012-06-01,2011-07-01,25 to 54 years,2012-07-01,Participation Rate,Females,86.4,86.4
August 2011,F,2012-07-01,2011-08-01,25 to 54 years,2012-08-01,Participation Rate,Females,86.9,86.9
September 2011,F,2012-08-01,2011-09-01,25 to 54 years,2012-09-01,Participation Rate,Females,87.8,87.8
October 2011,F,2012-09-01,2011-10-01,25 to 54 years,2012-10-01,Participation Rate,Females,89.1,89.1
November 2011,F,2012-10-01,2011-11-01,25 to 54 years,2012-11-01,Participation Rate,Females,88.8,88.8
December 2011,F,2012-11-01,2011-12-01,25 to 54 years,2012-12-01,Participation Rate,Females,88,88
January 2012,F,2012-12-01,2012-01-01,25 to 54 years,2013-01-01,Participation Rate,Females,86.9,86.9
February 2012,F,2013-01-01,2012-02-01,25 to 54 years,2013-02-01,Participation Rate,Females,86.8,86.8
March 2012,F,2013-02-01,2012-03-01,25 to 54 years,2013-03-01,Participation Rate,Females,86.3,86.3
April 2012,F,2013-03-01,2012-04-01,25 to 54 years,2013-04-01,Participation Rate,Females,86.4,86.4
May 2012,F,2013-04-01,2012-05-01,25 to 54 years,2013-05-01,Participation Rate,Females,86.1,86.1
June 2012,F,2013-05-01,2012-06-01,25 to 54 years,2013-06-01,Participation Rate,Females,86.8,86.8
July 2012,F,2013-06-01,2012-07-01,25 to 54 years,2013-07-01,Participation Rate,Females,86.6,86.6
August 2012,F,2013-07-01,2012-08-01,25 to 54 years,2013-08-01,Participation Rate,Females,87.2,87.2
September 2012,F,2013-08-01,2012-09-01,25 to 54 years,2013-09-01,Participation Rate,Females,87.7,87.7
October 2012,F,2013-09-01,2012-10-01,25 to 54 years,2013-10-01,Participation Rate,Females,88,88
November 2012,F,2013-10-01,2012-11-01,25 to 54 years,2013-11-01,Participation Rate,Females,87.4,87.4
December 2012,F,2013-11-01,2012-12-01,25 to 54 years,2013-12-01,Participation Rate,Females,86,86
January 2013,F,2013-12-01,2013-01-01,25 to 54 years,2014-01-01,Participation Rate,Females,84.8,84.8
February 2013,F,2014-01-01,2013-02-01,25 to 54 years,2014-02-01,Participation Rate,Females,83.9,83.9
March 2013,F,2014-02-01,2013-03-01,25 to 54 years,2014-03-01,Participation Rate,Females,83.6,83.6
April 2013,F,2014-03-01,2013-04-01,25 to 54 years,2014-04-01,Participation Rate,Females,83.9,83.9
May 2013,F,2014-04-01,2013-05-01,25 to 54 years,2014-05-01,Participation Rate,Females,83.9,83.9
June 2013,F,2014-05-01,2013-06-01,25 to 54 years,2014-06-01,Participation Rate,Females,85.1,85.1
July 2013,F,2014-06-01,2013-07-01,25 to 54 years,2014-07-01,Participation Rate,Females,84.6,84.6
August 2013,F,2014-07-01,2013-08-01,25 to 54 years,2014-08-01,Participation Rate,Females,85.1,85.1
September 2013,F,2014-08-01,2013-09-01,25 to 54 years,2014-09-01,Participation Rate,Females,85.2,85.2
October 2013,F,2014-09-01,2013-10-01,25 to 54 years,2014-10-01,Participation Rate,Females,86.2,86.2
November 2013,F,2014-10-01,2013-11-01,25 to 54 years,2014-11-01,Participation Rate,Females,87,87
December 2013,F,2014-11-01,2013-12-01,25 to 54 years,2014-12-01,Participation Rate,Females,87,87
January 2014,F,2014-12-01,2014-01-01,25 to 54 years,2015-01-01,Participation Rate,Females,86.9,86.9
February 2014,F,2015-01-01,2014-02-01,25 to 54 years,2015-02-01,Participation Rate,Females,86.5,86.5
March 2014,F,2015-02-01,2014-03-01,25 to 54 years,2015-03-01,Participation Rate,Females,84.9,84.9
April 2014,F,2015-03-01,2014-04-01,25 to 54 years,2015-04-01,Participation Rate,Females,84.1,84.1
May 2014,F,2015-04-01,2014-05-01,25 to 54 years,2015-05-01,Participation Rate,Females,83.2,83.2
June 2014,F,2015-05-01,2014-06-01,25 to 54 years,2015-06-01,Participation Rate,Females,83.3,83.3
July 2014,F,2015-06-01,2014-07-01,25 to 54 years,2015-07-01,Participation Rate,Females,83.9,83.9
August 2014,F,2015-07-01,2014-08-01,25 to 54 years,2015-08-01,Participation Rate,Females,83.7,83.7
September 2014,F,2015-08-01,2014-09-01,25 to 54 years,2015-09-01,Participation Rate,Females,85.1,85.1
October 2014,F,2015-09-01,2014-10-01,25 to 54 years,2015-10-01,Participation Rate,Females,85,85
November 2014,F,2015-10-01,2014-11-01,25 to 54 years,2015-11-01,Participation Rate,Females,85.8,85.8
December 2014,F,2015-11-01,2014-12-01,25 to 54 years,2015-12-01,Participation Rate,Females,85.7,85.7
January 2015,F,2015-12-01,2015-01-01,25 to 54 years,2016-01-01,Participation Rate,Females,86.2,86.2
February 2015,F,2016-01-01,2015-02-01,25 to 54 years,2016-02-01,Participation Rate,Females,86,86
